no_object,no_place,nmvw_actor
2,1,https://hdl.handle.net/20.500.11840/pi481
2,1,https://hdl.handle.net/20.500.11840/pi4814
1,1,https://hdl.handle.net/20.500.11840/pi4817
239,35,https://hdl.handle.net/20.500.11840/pi4819
16,2,https://hdl.handle.net/20.500.11840/pi482
9,4,https://hdl.handle.net/20.500.11840/pi4820
10,2,https://hdl.handle.net/20.500.11840/pi4822
4,2,https://hdl.handle.net/20.500.11840/pi4823
3,2,https://hdl.handle.net/20.500.11840/pi4825
1,1,https://hdl.handle.net/20.500.11840/pi4829
45,16,https://hdl.handle.net/20.500.11840/pi4830
21,6,https://hdl.handle.net/20.500.11840/pi4831
2,2,https://hdl.handle.net/20.500.11840/pi4834
63,5,https://hdl.handle.net/20.500.11840/pi4838
28,11,https://hdl.handle.net/20.500.11840/pi4839
117,15,https://hdl.handle.net/20.500.11840/pi484
3,2,https://hdl.handle.net/20.500.11840/pi4840
1,1,https://hdl.handle.net/20.500.11840/pi4841
11,5,https://hdl.handle.net/20.500.11840/pi4842
1,1,https://hdl.handle.net/20.500.11840/pi4843
95,5,https://hdl.handle.net/20.500.11840/pi4844
25,5,https://hdl.handle.net/20.500.11840/pi4847
17,14,https://hdl.handle.net/20.500.11840/pi4849
1,1,https://hdl.handle.net/20.500.11840/pi485
123,28,https://hdl.handle.net/20.500.11840/pi4850
2,1,https://hdl.handle.net/20.500.11840/pi4852
1,1,https://hdl.handle.net/20.500.11840/pi4853
1,1,https://hdl.handle.net/20.500.11840/pi4855
81,17,https://hdl.handle.net/20.500.11840/pi4859
84,18,https://hdl.handle.net/20.500.11840/pi4862
20,9,https://hdl.handle.net/20.500.11840/pi4872
10,9,https://hdl.handle.net/20.500.11840/pi4879
34,1,https://hdl.handle.net/20.500.11840/pi488
10,5,https://hdl.handle.net/20.500.11840/pi4880
7,3,https://hdl.handle.net/20.500.11840/pi4885
2,2,https://hdl.handle.net/20.500.11840/pi4887
2,1,https://hdl.handle.net/20.500.11840/pi4888
36,1,https://hdl.handle.net/20.500.11840/pi489
2,1,https://hdl.handle.net/20.500.11840/pi4891
1,1,https://hdl.handle.net/20.500.11840/pi49
1,2,https://hdl.handle.net/20.500.11840/pi4900
1,1,https://hdl.handle.net/20.500.11840/pi4902
2,1,https://hdl.handle.net/20.500.11840/pi4905
3,2,https://hdl.handle.net/20.500.11840/pi4906
12,1,https://hdl.handle.net/20.500.11840/pi4907
20,9,https://hdl.handle.net/20.500.11840/pi491
79,1,https://hdl.handle.net/20.500.11840/pi492
9,1,https://hdl.handle.net/20.500.11840/pi4920
3,2,https://hdl.handle.net/20.500.11840/pi4924
1,1,https://hdl.handle.net/20.500.11840/pi4925
2,1,https://hdl.handle.net/20.500.11840/pi4929
12,3,https://hdl.handle.net/20.500.11840/pi493
43,25,https://hdl.handle.net/20.500.11840/pi4933
1,1,https://hdl.handle.net/20.500.11840/pi4938
28,5,https://hdl.handle.net/20.500.11840/pi4940
1,1,https://hdl.handle.net/20.500.11840/pi4941
6,4,https://hdl.handle.net/20.500.11840/pi4945
8,3,https://hdl.handle.net/20.500.11840/pi4947
13,7,https://hdl.handle.net/20.500.11840/pi4948
1,1,https://hdl.handle.net/20.500.11840/pi495
21,1,https://hdl.handle.net/20.500.11840/pi4950
2,1,https://hdl.handle.net/20.500.11840/pi4956
3,1,https://hdl.handle.net/20.500.11840/pi4958
1,1,https://hdl.handle.net/20.500.11840/pi496
2,1,https://hdl.handle.net/20.500.11840/pi4962
2,1,https://hdl.handle.net/20.500.11840/pi49655
29,10,https://hdl.handle.net/20.500.11840/pi4970
5,4,https://hdl.handle.net/20.500.11840/pi4971
10,9,https://hdl.handle.net/20.500.11840/pi4979
1,1,https://hdl.handle.net/20.500.11840/pi498
10,5,https://hdl.handle.net/20.500.11840/pi4980
1,1,https://hdl.handle.net/20.500.11840/pi4984
14,4,https://hdl.handle.net/20.500.11840/pi4985
6,2,https://hdl.handle.net/20.500.11840/pi499
1,1,https://hdl.handle.net/20.500.11840/pi4992
33,7,https://hdl.handle.net/20.500.11840/pi4998
1,1,https://hdl.handle.net/20.500.11840/pi500
8,1,https://hdl.handle.net/20.500.11840/pi5008
2,1,https://hdl.handle.net/20.500.11840/pi5009
2,1,https://hdl.handle.net/20.500.11840/pi501
1,1,https://hdl.handle.net/20.500.11840/pi5010
3,2,https://hdl.handle.net/20.500.11840/pi5012
3,2,https://hdl.handle.net/20.500.11840/pi5013
3,3,https://hdl.handle.net/20.500.11840/pi5016
19,3,https://hdl.handle.net/20.500.11840/pi502
1,1,https://hdl.handle.net/20.500.11840/pi5023
14,4,https://hdl.handle.net/20.500.11840/pi5027
66,14,https://hdl.handle.net/20.500.11840/pi5039
51,5,https://hdl.handle.net/20.500.11840/pi5040
2,1,https://hdl.handle.net/20.500.11840/pi5042
2,2,https://hdl.handle.net/20.500.11840/pi5045
11,4,https://hdl.handle.net/20.500.11840/pi5046
2,1,https://hdl.handle.net/20.500.11840/pi505
19,12,https://hdl.handle.net/20.500.11840/pi5055
4,2,https://hdl.handle.net/20.500.11840/pi5057
6,4,https://hdl.handle.net/20.500.11840/pi506
2,2,https://hdl.handle.net/20.500.11840/pi5060
2,2,https://hdl.handle.net/20.500.11840/pi507
2,2,https://hdl.handle.net/20.500.11840/pi5070
34,25,https://hdl.handle.net/20.500.11840/pi5072
168,21,https://hdl.handle.net/20.500.11840/pi5075
4,1,https://hdl.handle.net/20.500.11840/pi508
32,16,https://hdl.handle.net/20.500.11840/pi5085
5,4,https://hdl.handle.net/20.500.11840/pi5089
5,5,https://hdl.handle.net/20.500.11840/pi5090
1,1,https://hdl.handle.net/20.500.11840/pi5091
2,1,https://hdl.handle.net/20.500.11840/pi5095
21,3,https://hdl.handle.net/20.500.11840/pi5098
2,1,https://hdl.handle.net/20.500.11840/pi510
25,10,https://hdl.handle.net/20.500.11840/pi5100
1,1,https://hdl.handle.net/20.500.11840/pi5102
1,1,https://hdl.handle.net/20.500.11840/pi5105
16,6,https://hdl.handle.net/20.500.11840/pi5109
7,6,https://hdl.handle.net/20.500.11840/pi5110
4,1,https://hdl.handle.net/20.500.11840/pi5114
2,2,https://hdl.handle.net/20.500.11840/pi5116
5,5,https://hdl.handle.net/20.500.11840/pi5117
1,1,https://hdl.handle.net/20.500.11840/pi512
1,1,https://hdl.handle.net/20.500.11840/pi5121
5,4,https://hdl.handle.net/20.500.11840/pi5122
20,8,https://hdl.handle.net/20.500.11840/pi5123
71,1,https://hdl.handle.net/20.500.11840/pi5124
9,5,https://hdl.handle.net/20.500.11840/pi5127
50,12,https://hdl.handle.net/20.500.11840/pi513
18,4,https://hdl.handle.net/20.500.11840/pi5132
2,1,https://hdl.handle.net/20.500.11840/pi5135
2,1,https://hdl.handle.net/20.500.11840/pi5136
1,1,https://hdl.handle.net/20.500.11840/pi5137
8,2,https://hdl.handle.net/20.500.11840/pi514
9,5,https://hdl.handle.net/20.500.11840/pi5144
3,3,https://hdl.handle.net/20.500.11840/pi5158
3,1,https://hdl.handle.net/20.500.11840/pi5160
38,12,https://hdl.handle.net/20.500.11840/pi5166
85,26,https://hdl.handle.net/20.500.11840/pi5167
202,29,https://hdl.handle.net/20.500.11840/pi5168
13,3,https://hdl.handle.net/20.500.11840/pi517
5,2,https://hdl.handle.net/20.500.11840/pi5176
32,6,https://hdl.handle.net/20.500.11840/pi5177
8,4,https://hdl.handle.net/20.500.11840/pi5178
3,2,https://hdl.handle.net/20.500.11840/pi5179
1,1,https://hdl.handle.net/20.500.11840/pi518
48,5,https://hdl.handle.net/20.500.11840/pi5182
4,2,https://hdl.handle.net/20.500.11840/pi5186
3,3,https://hdl.handle.net/20.500.11840/pi5189
1,1,https://hdl.handle.net/20.500.11840/pi519
2,2,https://hdl.handle.net/20.500.11840/pi5195
2,1,https://hdl.handle.net/20.500.11840/pi5198
14,1,https://hdl.handle.net/20.500.11840/pi520
2,1,https://hdl.handle.net/20.500.11840/pi5200
8,8,https://hdl.handle.net/20.500.11840/pi5206
2,1,https://hdl.handle.net/20.500.11840/pi521
1,1,https://hdl.handle.net/20.500.11840/pi5212
5,4,https://hdl.handle.net/20.500.11840/pi5217
33,16,https://hdl.handle.net/20.500.11840/pi5219
4,4,https://hdl.handle.net/20.500.11840/pi522
6,4,https://hdl.handle.net/20.500.11840/pi5221
2,1,https://hdl.handle.net/20.500.11840/pi5223
1,1,https://hdl.handle.net/20.500.11840/pi5224
21,6,https://hdl.handle.net/20.500.11840/pi5226
6,3,https://hdl.handle.net/20.500.11840/pi5236
2,1,https://hdl.handle.net/20.500.11840/pi5237
10,3,https://hdl.handle.net/20.500.11840/pi5240
6,2,https://hdl.handle.net/20.500.11840/pi5241
1,1,https://hdl.handle.net/20.500.11840/pi5244
25,7,https://hdl.handle.net/20.500.11840/pi5252
95,33,https://hdl.handle.net/20.500.11840/pi526
2,1,https://hdl.handle.net/20.500.11840/pi5260
9,6,https://hdl.handle.net/20.500.11840/pi5262
8,8,https://hdl.handle.net/20.500.11840/pi5266
10,7,https://hdl.handle.net/20.500.11840/pi5269
19,11,https://hdl.handle.net/20.500.11840/pi5270
12,8,https://hdl.handle.net/20.500.11840/pi5274
7,5,https://hdl.handle.net/20.500.11840/pi5276
1,1,https://hdl.handle.net/20.500.11840/pi5277
35,18,https://hdl.handle.net/20.500.11840/pi5278
47,3,https://hdl.handle.net/20.500.11840/pi528
94,31,https://hdl.handle.net/20.500.11840/pi5281
8,5,https://hdl.handle.net/20.500.11840/pi5282
24,12,https://hdl.handle.net/20.500.11840/pi5283
2,2,https://hdl.handle.net/20.500.11840/pi5284
4,3,https://hdl.handle.net/20.500.11840/pi5286
3,2,https://hdl.handle.net/20.500.11840/pi5292
150,37,https://hdl.handle.net/20.500.11840/pi5295
1,1,https://hdl.handle.net/20.500.11840/pi5296
4,1,https://hdl.handle.net/20.500.11840/pi5298
81,2,https://hdl.handle.net/20.500.11840/pi53
24,8,https://hdl.handle.net/20.500.11840/pi530
1,1,https://hdl.handle.net/20.500.11840/pi5301
1,2,https://hdl.handle.net/20.500.11840/pi5304
1,1,https://hdl.handle.net/20.500.11840/pi5309
13,4,https://hdl.handle.net/20.500.11840/pi5317
26,4,https://hdl.handle.net/20.500.11840/pi5318
2,1,https://hdl.handle.net/20.500.11840/pi5321
2,1,https://hdl.handle.net/20.500.11840/pi5322
12,7,https://hdl.handle.net/20.500.11840/pi5328
5,1,https://hdl.handle.net/20.500.11840/pi5332
1,1,https://hdl.handle.net/20.500.11840/pi5333
7,3,https://hdl.handle.net/20.500.11840/pi5336
31,11,https://hdl.handle.net/20.500.11840/pi5337
7,4,https://hdl.handle.net/20.500.11840/pi5338
1,1,https://hdl.handle.net/20.500.11840/pi534
1,1,https://hdl.handle.net/20.500.11840/pi5341
1,1,https://hdl.handle.net/20.500.11840/pi5345
18,6,https://hdl.handle.net/20.500.11840/pi5347
3,3,https://hdl.handle.net/20.500.11840/pi5351
1,4,https://hdl.handle.net/20.500.11840/pi536
6,2,https://hdl.handle.net/20.500.11840/pi5360
2,1,https://hdl.handle.net/20.500.11840/pi5361
15,3,https://hdl.handle.net/20.500.11840/pi5364
3,3,https://hdl.handle.net/20.500.11840/pi5366
1,1,https://hdl.handle.net/20.500.11840/pi537
3,3,https://hdl.handle.net/20.500.11840/pi5375
1,1,https://hdl.handle.net/20.500.11840/pi538
2,2,https://hdl.handle.net/20.500.11840/pi5380
8,2,https://hdl.handle.net/20.500.11840/pi5382
7,2,https://hdl.handle.net/20.500.11840/pi5383
15,5,https://hdl.handle.net/20.500.11840/pi5385
1,1,https://hdl.handle.net/20.500.11840/pi5388
37,10,https://hdl.handle.net/20.500.11840/pi539
1,1,https://hdl.handle.net/20.500.11840/pi5398
11,5,https://hdl.handle.net/20.500.11840/pi540
18,4,https://hdl.handle.net/20.500.11840/pi5400
1,1,https://hdl.handle.net/20.500.11840/pi5401
7,4,https://hdl.handle.net/20.500.11840/pi5402
2,1,https://hdl.handle.net/20.500.11840/pi5405
7,2,https://hdl.handle.net/20.500.11840/pi5406
1,1,https://hdl.handle.net/20.500.11840/pi5409
1,1,https://hdl.handle.net/20.500.11840/pi541
1,1,https://hdl.handle.net/20.500.11840/pi5410
4,2,https://hdl.handle.net/20.500.11840/pi5411
1,1,https://hdl.handle.net/20.500.11840/pi5413
4,2,https://hdl.handle.net/20.500.11840/pi5415
1,1,https://hdl.handle.net/20.500.11840/pi5417
1,1,https://hdl.handle.net/20.500.11840/pi5419
1,1,https://hdl.handle.net/20.500.11840/pi542
27,12,https://hdl.handle.net/20.500.11840/pi5423
39,20,https://hdl.handle.net/20.500.11840/pi5425
1,2,https://hdl.handle.net/20.500.11840/pi543
5,4,https://hdl.handle.net/20.500.11840/pi5435
7,5,https://hdl.handle.net/20.500.11840/pi5437
1,1,https://hdl.handle.net/20.500.11840/pi5438
8,3,https://hdl.handle.net/20.500.11840/pi5439
3,1,https://hdl.handle.net/20.500.11840/pi544
2,2,https://hdl.handle.net/20.500.11840/pi5440
7,5,https://hdl.handle.net/20.500.11840/pi5442
13,2,https://hdl.handle.net/20.500.11840/pi5444
3,2,https://hdl.handle.net/20.500.11840/pi5449
6,2,https://hdl.handle.net/20.500.11840/pi5450
8,2,https://hdl.handle.net/20.500.11840/pi5454
2,1,https://hdl.handle.net/20.500.11840/pi5457
7,3,https://hdl.handle.net/20.500.11840/pi546
22,11,https://hdl.handle.net/20.500.11840/pi5460
10,6,https://hdl.handle.net/20.500.11840/pi5468
2,2,https://hdl.handle.net/20.500.11840/pi547
16,5,https://hdl.handle.net/20.500.11840/pi5472
4,3,https://hdl.handle.net/20.500.11840/pi5473
10,8,https://hdl.handle.net/20.500.11840/pi5474
4,4,https://hdl.handle.net/20.500.11840/pi5476
201,26,https://hdl.handle.net/20.500.11840/pi5483
10,2,https://hdl.handle.net/20.500.11840/pi5490
1,1,https://hdl.handle.net/20.500.11840/pi5494
26,12,https://hdl.handle.net/20.500.11840/pi5495
11,4,https://hdl.handle.net/20.500.11840/pi5497
1,1,https://hdl.handle.net/20.500.11840/pi55
25,4,https://hdl.handle.net/20.500.11840/pi550
14,3,https://hdl.handle.net/20.500.11840/pi5503
2,1,https://hdl.handle.net/20.500.11840/pi5505
1,1,https://hdl.handle.net/20.500.11840/pi551
1,1,https://hdl.handle.net/20.500.11840/pi5513
1,1,https://hdl.handle.net/20.500.11840/pi5517
1,1,https://hdl.handle.net/20.500.11840/pi552
10,6,https://hdl.handle.net/20.500.11840/pi5523
8,2,https://hdl.handle.net/20.500.11840/pi5524
3,3,https://hdl.handle.net/20.500.11840/pi5527
3,2,https://hdl.handle.net/20.500.11840/pi5537
7,6,https://hdl.handle.net/20.500.11840/pi5539
15,9,https://hdl.handle.net/20.500.11840/pi554
9,5,https://hdl.handle.net/20.500.11840/pi5542
66,12,https://hdl.handle.net/20.500.11840/pi5546
3,2,https://hdl.handle.net/20.500.11840/pi5548
11,5,https://hdl.handle.net/20.500.11840/pi5549
46,8,https://hdl.handle.net/20.500.11840/pi555
51,4,https://hdl.handle.net/20.500.11840/pi5550
6,6,https://hdl.handle.net/20.500.11840/pi5551
5,3,https://hdl.handle.net/20.500.11840/pi5556
4,3,https://hdl.handle.net/20.500.11840/pi5558
4,3,https://hdl.handle.net/20.500.11840/pi5559
1,2,https://hdl.handle.net/20.500.11840/pi556
1,1,https://hdl.handle.net/20.500.11840/pi5562
6,4,https://hdl.handle.net/20.500.11840/pi5563
16,4,https://hdl.handle.net/20.500.11840/pi5567
1,2,https://hdl.handle.net/20.500.11840/pi557
1,1,https://hdl.handle.net/20.500.11840/pi5570
2,2,https://hdl.handle.net/20.500.11840/pi5575
30,11,https://hdl.handle.net/20.500.11840/pi5577
6,5,https://hdl.handle.net/20.500.11840/pi5578
4,2,https://hdl.handle.net/20.500.11840/pi5580
13,6,https://hdl.handle.net/20.500.11840/pi55828
6,5,https://hdl.handle.net/20.500.11840/pi5583
1,1,https://hdl.handle.net/20.500.11840/pi5588
5,3,https://hdl.handle.net/20.500.11840/pi5589
1,1,https://hdl.handle.net/20.500.11840/pi559
5,2,https://hdl.handle.net/20.500.11840/pi5591
1,1,https://hdl.handle.net/20.500.11840/pi5597
252,49,https://hdl.handle.net/20.500.11840/pi56066
53,24,https://hdl.handle.net/20.500.11840/pi56068
4,1,https://hdl.handle.net/20.500.11840/pi56069
1,1,https://hdl.handle.net/20.500.11840/pi56070
3,1,https://hdl.handle.net/20.500.11840/pi56071
8,7,https://hdl.handle.net/20.500.11840/pi56073
34,18,https://hdl.handle.net/20.500.11840/pi56075
4,5,https://hdl.handle.net/20.500.11840/pi56076
2,2,https://hdl.handle.net/20.500.11840/pi56078
7,1,https://hdl.handle.net/20.500.11840/pi56079
6,1,https://hdl.handle.net/20.500.11840/pi56083
1,1,https://hdl.handle.net/20.500.11840/pi56084
13,5,https://hdl.handle.net/20.500.11840/pi56085
308,11,https://hdl.handle.net/20.500.11840/pi56086
8,1,https://hdl.handle.net/20.500.11840/pi56089
20,5,https://hdl.handle.net/20.500.11840/pi56093
30,5,https://hdl.handle.net/20.500.11840/pi56096
36,9,https://hdl.handle.net/20.500.11840/pi56097
1,1,https://hdl.handle.net/20.500.11840/pi56098
4,2,https://hdl.handle.net/20.500.11840/pi56099
2,2,https://hdl.handle.net/20.500.11840/pi5610
21,2,https://hdl.handle.net/20.500.11840/pi56100
1,1,https://hdl.handle.net/20.500.11840/pi56101
1,1,https://hdl.handle.net/20.500.11840/pi56102
2,1,https://hdl.handle.net/20.500.11840/pi56104
2,2,https://hdl.handle.net/20.500.11840/pi56105
8,1,https://hdl.handle.net/20.500.11840/pi56106
10,1,https://hdl.handle.net/20.500.11840/pi56107
2,1,https://hdl.handle.net/20.500.11840/pi56109
23,7,https://hdl.handle.net/20.500.11840/pi56111
27,1,https://hdl.handle.net/20.500.11840/pi56113
2,1,https://hdl.handle.net/20.500.11840/pi56114
5,1,https://hdl.handle.net/20.500.11840/pi56115
1,1,https://hdl.handle.net/20.500.11840/pi56116
2,2,https://hdl.handle.net/20.500.11840/pi56118
2,2,https://hdl.handle.net/20.500.11840/pi56120
10,2,https://hdl.handle.net/20.500.11840/pi56121
16,1,https://hdl.handle.net/20.500.11840/pi56123
1,1,https://hdl.handle.net/20.500.11840/pi56125
1,1,https://hdl.handle.net/20.500.11840/pi56127
1,1,https://hdl.handle.net/20.500.11840/pi56129
2,1,https://hdl.handle.net/20.500.11840/pi56130
1,1,https://hdl.handle.net/20.500.11840/pi56131
15,3,https://hdl.handle.net/20.500.11840/pi56134
1,1,https://hdl.handle.net/20.500.11840/pi56135
97,3,https://hdl.handle.net/20.500.11840/pi56136
1,1,https://hdl.handle.net/20.500.11840/pi5614
1,1,https://hdl.handle.net/20.500.11840/pi56141
1,1,https://hdl.handle.net/20.500.11840/pi56144
1,1,https://hdl.handle.net/20.500.11840/pi56146
5,1,https://hdl.handle.net/20.500.11840/pi56148
13,2,https://hdl.handle.net/20.500.11840/pi56149
8,1,https://hdl.handle.net/20.500.11840/pi56150
4,3,https://hdl.handle.net/20.500.11840/pi56152
23,2,https://hdl.handle.net/20.500.11840/pi56153
2,1,https://hdl.handle.net/20.500.11840/pi56154
31,4,https://hdl.handle.net/20.500.11840/pi56156
14,1,https://hdl.handle.net/20.500.11840/pi56162
47,4,https://hdl.handle.net/20.500.11840/pi56164
1,1,https://hdl.handle.net/20.500.11840/pi56173
5,2,https://hdl.handle.net/20.500.11840/pi56174
4163,5,https://hdl.handle.net/20.500.11840/pi56178
1,1,https://hdl.handle.net/20.500.11840/pi56179
1,1,https://hdl.handle.net/20.500.11840/pi56180
16,7,https://hdl.handle.net/20.500.11840/pi56181
5,3,https://hdl.handle.net/20.500.11840/pi56182
2,1,https://hdl.handle.net/20.500.11840/pi56186
4,2,https://hdl.handle.net/20.500.11840/pi56188
1,1,https://hdl.handle.net/20.500.11840/pi56189
5,4,https://hdl.handle.net/20.500.11840/pi5619
1,1,https://hdl.handle.net/20.500.11840/pi56190
70,16,https://hdl.handle.net/20.500.11840/pi56191
50,14,https://hdl.handle.net/20.500.11840/pi56192
22,1,https://hdl.handle.net/20.500.11840/pi56194
1,1,https://hdl.handle.net/20.500.11840/pi56195
7,1,https://hdl.handle.net/20.500.11840/pi56199
9,1,https://hdl.handle.net/20.500.11840/pi5620
75,3,https://hdl.handle.net/20.500.11840/pi56200
2,1,https://hdl.handle.net/20.500.11840/pi56207
4,2,https://hdl.handle.net/20.500.11840/pi56208
2,1,https://hdl.handle.net/20.500.11840/pi56209
1,1,https://hdl.handle.net/20.500.11840/pi56211
288,35,https://hdl.handle.net/20.500.11840/pi56213
19,1,https://hdl.handle.net/20.500.11840/pi56220
21,1,https://hdl.handle.net/20.500.11840/pi56221
62,13,https://hdl.handle.net/20.500.11840/pi56223
15,1,https://hdl.handle.net/20.500.11840/pi56224
1,1,https://hdl.handle.net/20.500.11840/pi56225
5,2,https://hdl.handle.net/20.500.11840/pi56226
33,11,https://hdl.handle.net/20.500.11840/pi56227
62,3,https://hdl.handle.net/20.500.11840/pi56229
71,9,https://hdl.handle.net/20.500.11840/pi56230
9,3,https://hdl.handle.net/20.500.11840/pi56231
1,1,https://hdl.handle.net/20.500.11840/pi56232
2,1,https://hdl.handle.net/20.500.11840/pi56233
55,5,https://hdl.handle.net/20.500.11840/pi56234
163,6,https://hdl.handle.net/20.500.11840/pi56236
130,2,https://hdl.handle.net/20.500.11840/pi56237
4,1,https://hdl.handle.net/20.500.11840/pi56238
4,1,https://hdl.handle.net/20.500.11840/pi56239
2,2,https://hdl.handle.net/20.500.11840/pi5624
104,7,https://hdl.handle.net/20.500.11840/pi56240
17,5,https://hdl.handle.net/20.500.11840/pi56241
1,1,https://hdl.handle.net/20.500.11840/pi56247
1,2,https://hdl.handle.net/20.500.11840/pi56248
1,1,https://hdl.handle.net/20.500.11840/pi56249
77,1,https://hdl.handle.net/20.500.11840/pi56250
2,1,https://hdl.handle.net/20.500.11840/pi56253
5,1,https://hdl.handle.net/20.500.11840/pi56254
1,1,https://hdl.handle.net/20.500.11840/pi56255
30,6,https://hdl.handle.net/20.500.11840/pi56256
3,1,https://hdl.handle.net/20.500.11840/pi56257
37,1,https://hdl.handle.net/20.500.11840/pi56258
1,1,https://hdl.handle.net/20.500.11840/pi56259
18,6,https://hdl.handle.net/20.500.11840/pi56261
18,2,https://hdl.handle.net/20.500.11840/pi56262
11,1,https://hdl.handle.net/20.500.11840/pi56263
80,4,https://hdl.handle.net/20.500.11840/pi56266
4,2,https://hdl.handle.net/20.500.11840/pi56268
2,1,https://hdl.handle.net/20.500.11840/pi56269
1,1,https://hdl.handle.net/20.500.11840/pi56270
80,1,https://hdl.handle.net/20.500.11840/pi56271
151,2,https://hdl.handle.net/20.500.11840/pi56272
69,4,https://hdl.handle.net/20.500.11840/pi56273
1,1,https://hdl.handle.net/20.500.11840/pi56275
9,1,https://hdl.handle.net/20.500.11840/pi56276
1,1,https://hdl.handle.net/20.500.11840/pi56277
1,1,https://hdl.handle.net/20.500.11840/pi56278
10,9,https://hdl.handle.net/20.500.11840/pi56279
37,15,https://hdl.handle.net/20.500.11840/pi56280
139,3,https://hdl.handle.net/20.500.11840/pi56284
3,2,https://hdl.handle.net/20.500.11840/pi56286
5,3,https://hdl.handle.net/20.500.11840/pi56287
2,1,https://hdl.handle.net/20.500.11840/pi56288
4,1,https://hdl.handle.net/20.500.11840/pi56289
1,1,https://hdl.handle.net/20.500.11840/pi5629
1,2,https://hdl.handle.net/20.500.11840/pi56290
1,1,https://hdl.handle.net/20.500.11840/pi56291
221,18,https://hdl.handle.net/20.500.11840/pi56292
3,2,https://hdl.handle.net/20.500.11840/pi56293
4,1,https://hdl.handle.net/20.500.11840/pi56294
80,1,https://hdl.handle.net/20.500.11840/pi56295
3,1,https://hdl.handle.net/20.500.11840/pi56297
27,7,https://hdl.handle.net/20.500.11840/pi56298
3,1,https://hdl.handle.net/20.500.11840/pi56299
87,23,https://hdl.handle.net/20.500.11840/pi563
3,2,https://hdl.handle.net/20.500.11840/pi56300
2,1,https://hdl.handle.net/20.500.11840/pi56301
22,1,https://hdl.handle.net/20.500.11840/pi56303
4,1,https://hdl.handle.net/20.500.11840/pi56305
6,1,https://hdl.handle.net/20.500.11840/pi56306
1,1,https://hdl.handle.net/20.500.11840/pi56307
1,1,https://hdl.handle.net/20.500.11840/pi56308
1,1,https://hdl.handle.net/20.500.11840/pi56309
5,2,https://hdl.handle.net/20.500.11840/pi56312
2,1,https://hdl.handle.net/20.500.11840/pi56313
57,2,https://hdl.handle.net/20.500.11840/pi56314
37,2,https://hdl.handle.net/20.500.11840/pi56317
12,5,https://hdl.handle.net/20.500.11840/pi56319
10,4,https://hdl.handle.net/20.500.11840/pi56321
7,3,https://hdl.handle.net/20.500.11840/pi56324
7,4,https://hdl.handle.net/20.500.11840/pi56325
2,2,https://hdl.handle.net/20.500.11840/pi56326
1,1,https://hdl.handle.net/20.500.11840/pi56327
1,1,https://hdl.handle.net/20.500.11840/pi56328
100,16,https://hdl.handle.net/20.500.11840/pi56329
16,3,https://hdl.handle.net/20.500.11840/pi56330
4,4,https://hdl.handle.net/20.500.11840/pi56331
3,1,https://hdl.handle.net/20.500.11840/pi56332
15,5,https://hdl.handle.net/20.500.11840/pi56333
1,1,https://hdl.handle.net/20.500.11840/pi56334
13,2,https://hdl.handle.net/20.500.11840/pi56335
1,1,https://hdl.handle.net/20.500.11840/pi56336
25,10,https://hdl.handle.net/20.500.11840/pi56337
128,34,https://hdl.handle.net/20.500.11840/pi56338
1,1,https://hdl.handle.net/20.500.11840/pi56339
1,1,https://hdl.handle.net/20.500.11840/pi56340
8,3,https://hdl.handle.net/20.500.11840/pi56341
2,1,https://hdl.handle.net/20.500.11840/pi56342
193,4,https://hdl.handle.net/20.500.11840/pi56343
1,1,https://hdl.handle.net/20.500.11840/pi56345
3,1,https://hdl.handle.net/20.500.11840/pi56353
50,1,https://hdl.handle.net/20.500.11840/pi56354
1,1,https://hdl.handle.net/20.500.11840/pi56355
2,2,https://hdl.handle.net/20.500.11840/pi56356
1,1,https://hdl.handle.net/20.500.11840/pi56357
7,1,https://hdl.handle.net/20.500.11840/pi56358
1,1,https://hdl.handle.net/20.500.11840/pi56359
8,6,https://hdl.handle.net/20.500.11840/pi5636
1,1,https://hdl.handle.net/20.500.11840/pi56362
233,35,https://hdl.handle.net/20.500.11840/pi56363
100,8,https://hdl.handle.net/20.500.11840/pi56364
1,1,https://hdl.handle.net/20.500.11840/pi56365
2,1,https://hdl.handle.net/20.500.11840/pi56366
1,1,https://hdl.handle.net/20.500.11840/pi56368
65,8,https://hdl.handle.net/20.500.11840/pi56370
13,2,https://hdl.handle.net/20.500.11840/pi56371
3,1,https://hdl.handle.net/20.500.11840/pi56375
59,3,https://hdl.handle.net/20.500.11840/pi56376
106,43,https://hdl.handle.net/20.500.11840/pi56378
1,1,https://hdl.handle.net/20.500.11840/pi56383
9,1,https://hdl.handle.net/20.500.11840/pi56385
4,1,https://hdl.handle.net/20.500.11840/pi56386
2,1,https://hdl.handle.net/20.500.11840/pi56387
1,1,https://hdl.handle.net/20.500.11840/pi56388
12,7,https://hdl.handle.net/20.500.11840/pi5639
1,1,https://hdl.handle.net/20.500.11840/pi56391
7,2,https://hdl.handle.net/20.500.11840/pi56392
33,2,https://hdl.handle.net/20.500.11840/pi56394
1,1,https://hdl.handle.net/20.500.11840/pi56396
67,6,https://hdl.handle.net/20.500.11840/pi56399
2,2,https://hdl.handle.net/20.500.11840/pi564
1,1,https://hdl.handle.net/20.500.11840/pi5640
2,1,https://hdl.handle.net/20.500.11840/pi56400
1,1,https://hdl.handle.net/20.500.11840/pi56401
1,1,https://hdl.handle.net/20.500.11840/pi56402
